,Title,Code,Date,Price per m² (triệu/m²),Total Price (tỷ),Area (m²),Bedroom Number,Bathroom Number,Legal Status,Furniture,District
5258,"Cơ hội cuối cùng sở hữu căn hộ đẳng cấp Senique căn 2N tầng cao, tại dự án Vinhomes Ocean Park 1",42024046.0,2025-10-01 00:00:00,78.0,0.0,58.5,2.0,2.0,Hợp đồng mua bán,Đầy đủ,Gia Lâm
5259,"0985 354 ***! VP CĐT - Chuyên tư vấn thủ tục chung cư NOXH (NO1)Hạ Đình - UDIC EcoTower, Nguyễn Xiển",41820699.0,2025-10-01 00:00:00,25.71,1.8,70.0,2.0,2.0,Hợp đồng mua bán,Cơ bản,Thanh Trì
5260,"Bán nhà mặt ngõ Lương Định Của, căn góc, ngõ ba gác thông, 2 thoáng, kinh doanh, ở ngay, 37m2",41969153.0,2025-11-01 00:00:00,175.68,6.5,37.0,3.0,4.0,Sổ đỏ/ Sổ hồng,NAN,Đống Đa
5262,"Tôi chính chủ bán nhà Ngọc Thuỵ, Khai Sơn DT 45m2 6 tầng giá 9,4tỷ, gara ô tô, thang máy",42022292.0,2025-10-01 00:00:00,208.89,9.4,45.0,3.0,4.0,Sổ đỏ/ Sổ hồng,Cơ bản.,Long Biên
5263,"Bán nhà dân xây 40m2 mặt tiền 5,2m hơn 6t gần mặt phố Bắc Từ Liêm",41411347.0,2025-10-01 00:00:00,0.0,0.0,40.0,4.0,0.0,NAN,NAN,Bắc Từ Liêm
5264,"Gia đình cần bán căn hộ Goldmark City 79m2 đầy đủ nội thất, 2PN 2WC, cho thuê được 14tr/tháng",41798541.0,2025-07-01 00:00:00,63.29,5.0,79.0,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ.,Bắc Từ Liêm
5265,"Bán NR tại Thạch Bàn, Long Biên. 4,5 tỷ, 36 m2, 3PN + 4WC + đầy đủ nội thất. Kinh doanh",41789020.0,2025-11-01 00:00:00,125.0,4.5,36.0,3.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Long Biên
5266,TÂY HỒ - HƠN 50M2 - CỰC RẺ - NHÀ ĐẸP ĐÓN TẾT - Ô TÔ ĐỖ CỔNG,42026652.0,2025-10-01 00:00:00,151.79,8.5,56.0,4.0,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Tây Hồ
5267,"Phân lô đô thị Sài Đồng, 3 ô tô tránh, 113m2 phố Chu Huy Mân vỉa hè. Lô góc xây toà nhà văn phòng",41499785.0,2025-11-01 00:00:00,150.44,17.0,113.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Long Biên
5268,Cần bán nhà riêng xây dựng kiên cố 3 tầng thoáng DT 51.9m2 MT 5.19m,41766622.0,2025-10-01 00:00:00,242.78,12.6,51.9,3.0,3.0,Sổ đỏ/ Sổ hồng,NAN,Hà Đông
5269,"Nhà 3 tầng. Ngõ Hòa Bình 7 phố Minh khai, gần trung tâm thương mại Chợ Mơ",41652767.0,2025-10-01 00:00:00,144.19,6.2,43.0,3.0,2.0,Sổ đỏ/ Sổ hồng,NAN,Hai Bà Trưng
5270,"Bán nhanh! Căn 2PN1WC 54m2 full nội thất xịn để ở -tầng trung- giá 3,35 tỷ bao phí rẻ nhất hiện tại",40405965.0,2025-12-01 00:00:00,62.04,3.35,54.0,2.0,1.0,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Nam Từ Liêm
5271,"Bán nhà riêng Liên Mạc mặt hồ, ô tô vào, cạnh sân chơi, lô góc, giá siêu hời 6.25 tỷ, 41m2 bao đẹp",41932567.0,2025-11-01 00:00:00,152.44,6.25,41.0,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Bắc Từ Liêm
5272,"Bán CHCC Mandarin 114.2 m2 thiết kế 3 phòng ngủ cực kỳ hợp lý, full nội thất mới - LH 0904 011 ***",41655746.0,2025-07-01 00:00:00,0.0,0.0,114.2,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Cầu Giấy
5273,"Chính chủ bán CHCC 6th Element - 82,6m2 vị trí đẹp view KĐT Starlake - nội thất đầy đủ tiện nghi",41842128.0,2025-08-01 00:00:00,0.0,0.0,82.6,2.0,2.0,Sổ đỏ/ Sổ hồng,"Đầy đủ: TV, tủ lạnh, điều hoà âm trần, sofa, bàn ăn, giường, tủ, thiết bị bếp, WC.",Tây Hồ
5274,"Chính chủ gửi bán BT đơn lập mặt hồ Vinhomes Thăng Long. DT 285m2, hoàn thiện cơ bản. Giá 62 tỷ",42028975.0,2025-11-01 00:00:00,217.54,62.0,285.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Cơ bản,Hoài Đức
5275,"Bán biệt thự đường Tố Hữu, gara, chỉ 300tr/m2",41546351.0,2025-11-01 00:00:00,308.06,65.0,211.0,10.0,5.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Nam Từ Liêm
5276,Cần tiền bán cắt lỗ 2 lô đất tái định cư tại Đồng Doi Yên Bài giá bán 21trm2 sổ đỏ sang tên ngay,41446020.0,2025-10-01 00:00:00,21.01,2.45,116.6,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Ba Vì
5277,"Chị gái em chính chủ cần bán nhanh căn 2PN 54,3m2 full nội thất 2,65tỷ (giá bán nhanh trong tháng)",39628321.0,2025-01-01 00:00:00,48.8,2.65,54.3,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ.,Nam Từ Liêm
5278,"Bán lô góc Hoa Phượng 06 - 01, khu Vip 360m2 đất, XD 612m2 hướng ĐN ĐB sông rộng miên man giá 120tỷ",39677257.0,2025-10-01 00:00:00,332.41,120.0,361.0,5.0,5.0,Sổ đỏ/ Sổ hồng,NAN,Long Biên
5279,2 Mặt phố vỉa hè bóng rổ cho thuê 50tr/th  Ô Chợ Dừa Đông Các 63.6m2 4 tầng MT4.2 m 35.5 tỷ Đống Đa,41979133.0,2025-03-01 00:00:00,558.18,35.5,63.6,0.0,0.0,Sổ đỏ chính chủ,K,Đống Đa
5280,Mới cần bán gấp căn hộ 107m2 CC The Nine Số 9 Phạm Văn Đồng ban công Đông Nam giá 9 tỷ nội thất đẹp,38046935.0,2025-08-01 00:00:00,66.05,5.0,75.7,2.0,2.0,Sổ đỏ/ Sổ hồng,"Đầy đủ nội thất như điều hòa âm trần, sofa, tủ bếp, sàn gỗ, thiết bị vệ sinh trần thạch cao gường tủ.",Cầu Giấy
5281,"Bán biệt thự song lập xây thô, cạnh KĐT The Manor Hà Nội, Mỹ Đình 195m2 - 4 tầng - mặt tiền 10m",42009555.0,2025-08-01 00:00:00,164.1,32.0,195.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Nam Từ Liêm
5282,"SIÊU PHẨM MẶT NGÕ ÔTÔ TRÁNH CÁCH PHỐ 1 NHÀ, QUẬN HAI BÀ TRƯNG, KINH DOANH HAY VĂN PHÒNG ĐỀU ĐỈNH",42030700.0,2025-11-01 00:00:00,284.31,14.5,51.0,4.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Hai Bà Trưng
5283,"Chính chủ bán căn hoa hậu của dự án. 118,2m2. 3PN - 2VS. Tầng trung, căn góc, full nội thất",41935222.0,2025-11-01 00:00:00,59.9,7.08,118.2,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ - Nội thất đẹp thiết kế sang trọng trẻ trung theo phong cách hiện đại (Ảnh thật).,Nam Từ Liêm
5284,"Chính chủ bán căn hộ chung cư Đại Kim Buiding, 3 phòng ngủ, sổ đỏ chính chủ",42022393.0,2025-10-01 00:00:00,58.59,3.75,64.0,3.0,1.0,Sổ đỏ/ Sổ hồng.,NAN,Hoàng Mai
5285,"Đất làng Kiêu Kỵ, hiếm, ít nhà bán, lô góc, mặt tiền khủng, ô tô vào đất, cách Vin Ocean Park 200m",41296338.0,2025-10-01 00:00:00,74.0,3.7,50.0,0.0,0.0,Sổ đỏ/ Sổ hồng.,NAN,Gia Lâm
5286,Bán 1 ngủ giá 3.8tỷ DT 50m2 phố Minh Khai Sunshine Garden (cạnh Time City) E. Minh Anh 0944 394 ***,39503850.0,2025-04-01 00:00:00,76.0,3.8,50.0,2.0,1.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Hai Bà Trưng
5287,"Triều Khúc ba bước ra phố TT Thanh Trì ôtô đỗ cửa, kinh doanh đỉnh, ngõ thông đẹp 48m2 nhỉnh 7tỷ",42021199.0,2025-10-01 00:00:00,156.25,7.5,48.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Thanh Trì
5288,"Siêu ngon! 14 tỷ hơn, nhà Phú Thượng - An Dương Vương 61m - 4 tầng - xây đẹp - kinh doanh - oto",42012154.0,2025-08-01 00:00:00,236.07,14.4,61.0,4.0,3.0,Sổ đỏ/ Sổ hồng,Cơ bản,Tây Hồ
5289,"Căn góc chung cư Đặng Xá, Gia Lâm. Tòa thương mại mới CT789. Giá 1,9x tỷ",41917021.0,2025-11-01 00:00:00,41.46,1.99,48.0,2.0,1.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Gia Lâm
5290,"Bán LK KĐT Văn Quán Hà Đông. 68m2, 18,5 tỷ. Vỉa hè, ô tô tránh, giá tốt nhất khu vực",42023794.0,2025-10-01 00:00:00,272.06,18.5,68.0,6.0,6.0,Sổ đỏ/ Sổ hồng,NAN,Hà Đông
5291,SIÊU HOT CHUNG CƯ TẦNG 7 - ECOHOME3 - GIÁ SỐC NHỈNH 3TỶ,41756697.0,2025-06-01 00:00:00,51.59,3.25,63.0,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Bắc Từ Liêm
5292,Bán liền kề Đại Kim Hacinco Nguyễn Xiển. Diện tích 82.5m xây 4 tầng hoàn thiện. Sổ đỏ sẵn giao dịch,41594397.0,2025-10-01 00:00:00,277.58,22.9,82.5,0.0,0.0,NAN,NAN,Hoàng Mai
5293,Sắp ra mắt the Charm An Hưng giá trực tiếp CĐT,42004788.0,2025-08-01 00:00:00,60.0,3.24,54.0,2.0,2.0,Hợp đồng mua bán,Cơ bản,Hà Đông
5294,Rẻ nhất kđt Văn Phú 90m2 giá đầu tư,36837724.0,2025-04-01 00:00:00,172.22,15.5,90.0,0.0,0.0,NAN,NAN,Hà Đông
5295,HimLam Boulevard 2 suất ngoại giao vị trí đẹp,41961476.0,2025-06-01 00:00:00,160.0,12.0,75.0,0.0,0.0,NAN,NAN,Thường Tín
5296,"Nhà mới Vũ Trọng Phụng, Thanh Xuân. 50m2 x 5 tầng, 20m ra phố, ngõ ba gác tránh, hai thoáng, 6.x tỷ",42029713.0,2025-11-01 00:00:00,130.0,6.5,50.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Thanh Xuân
5297,"Nhà Đồng Mai trong đê giá tốt nhất 2.95 tỷ CTL SD 32m2*4T, 3PN sổ sẵn pháp lý chuẩn LH 0978 939 ***",41418344.0,2025-11-01 00:00:00,92.19,2.95,32.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Đông
5298,"Đơn giản em là mặt phố Tam Trinh kinh doanh - lô góc - 73m2 - 6,25 tỷ - vỉa hè",42022035.0,2025-10-01 00:00:00,85.62,6.25,73.0,1.0,1.0,Hợp đồng mua bán,Cơ bản.,Hoàng Mai
5299,"Bán nhà Cầu Giấy, 7 tầng thang máy, ô tô đỗ cửa, 42m2 nhỉnh 11tỷ, LH 0867 484 ***",42014347.0,2025-09-01 00:00:00,266.67,11.2,42.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Cầu Giấy
5300,Bán nhà dân 5 tầng ngõ 75 Xuân Đỉnh - ngay Kosmo Xuân La - gần Ngoại Giao Đoàn - DT 30m2 - ngõ nông,41725274.0,2025-05-01 00:00:00,216.67,6.5,30.0,3.0,4.0,NAN,- Nhà sẵn nội thất về ở ngay.,Bắc Từ Liêm
5301,"(Giảm sốc - thương lượng sâu) căn hộ 3pn 83m2 tại An Bình Plaza, với nt đầy đủ. LH 0934 593 ***",42022699.0,2025-10-01 00:00:00,75.9,6.3,83.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Nam Từ Liêm
5302,"Tôi chính chủ bán căn hộ 118m2 CC HPC Landmark 105, 3PN 2WC, giá 5,8 tỷ có thương lượng",41998563.0,2025-06-01 00:00:00,49.15,5.8,118.0,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Đông
5303,"Bán căn hộ 2PN, 60m2 tại The Sapphire 1 - Vinhomes Ocean Park, giá 2,75 tỷ",41981433.0,2025-03-01 00:00:00,0.0,2.75,60.0,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Gia Lâm
5304,"BÁN GẤP NHÀ CHÍNH CHỦ GỬI BÁN NHỜ, Ô TÔ ĐỖ CỬA 0948 730 ***",42026640.0,2025-11-01 00:00:00,461.11,16.6,36.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Đống Đa
5305,Chính chủ cần bàn - biệt thự - Vinhomes Riverside - khu Hoa Sữa - điện tích 367m2 - siêu vip,41992824.0,2025-05-01 00:00:00,367.85,135.0,367.0,4.0,6.0,Sổ đỏ/ Sổ hồng,Đầy đủ.,Long Biên
5306,"Bán nhà Luxury Kiến Hưng Hà Đông, 5 tầng, thang máy, mặt tiền 7m, 70m2 giá 17,5 tỷ",41006138.0,2025-12-01 00:00:00,250.0,17.5,70.0,4.0,4.0,Sổ đỏ,Cơ bản,Hà Đông
5307,"Sun Grand 69 Thụy Khuê: Căn góc 3 mặt thoáng, 280 m2; 4 phòng ngủ; view Hồ Tây, Bách Thảo. T01/2025",35996619.0,2025-03-01 00:00:00,167.86,47.0,280.0,4.0,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Tây Hồ
5308,"Bán căn hộ mini 50m2/2PN tại đường Xuân La - Xuân Đỉnh - Tây Hồ, Hà Nội giá 1tỷ980",42023997.0,2025-10-01 00:00:00,0.0,1.98,50.0,2.0,1.0,Hợp đồng mua bán,Đầy đủ,Tây Hồ
5309,"SIÊU BIỆT THỰ 135M2 LÔ GÓC ĐẸP LONG LANH, VIEW VƯỜN HOA, VỈA HÈ MÊNH MÔNG, NỘI THẤT GỖ ĐẲNG CẤP, GI",41697740.0,2025-11-01 00:00:00,207.41,28.0,135.0,4.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Nam Từ Liêm
5310,"Bán gấp biệt thự 180m2, Ciputra - Tây Hồ - Hà Nội, 5PN, 4WC",41764294.0,2025-11-01 00:00:00,0.0,0.0,180.0,5.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Tây Hồ
5311,"Bán đất phân lô P. Vĩnh Hưng DT: 70m2 MT 5,4m vuông vức, ôtô tránh, ô tô vào tận đất. Giá: 12.6 tỷ",40742256.0,2025-12-01 00:00:00,180.0,12.6,70.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Hoàng Mai
5312,"Bán nhà riêng tại Việt Hưng, 4,9 tỷ, 35 m2, view đẹp!",42018440.0,2025-09-01 00:00:00,140.0,4.9,35.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Long Biên
5313,"Bán căn hộ 70m2 Nam Trung Yên, 2 ngủ, lô góc",42025313.0,2025-10-01 00:00:00,0.0,0.0,70.0,2.0,1.0,Sổ đỏ/ Sổ hồng,NAN,Cầu Giấy
5314,"Bán căn góc 4 ngủ Heritage West Lake 187m2 - view đẹp tầng cao - full đồ - sổ lâu dài - 36,2 tỷ",38428249.0,2025-05-01 00:00:00,193.58,36.2,187.0,4.0,3.0,Hợp đồng mua bán,Cơ bản,Tây Hồ
5315,"Bán nhà Mỹ Đình. DT 35m2, 4 tầng, giá 6.3 tỷ",41977448.0,2025-02-01 00:00:00,180.0,6.3,35.0,3.0,2.0,Sổ đỏ/ Sổ hồng,Cơ bản,Nam Từ Liêm
5316,"Cần bán gấp nhà đẹp dân xây 6,5 tầng khu đất dịch vụ đồng đế sát bệnh viện ,siêu thị",39095580.0,2025-08-01 00:00:00,320.0,16.0,50.0,4.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Đông
5317,"Cập nhật quỹ căn bán tại N01T6, N01T7 Han Jardin mới nhất T01/2025, giá từ 100 triệu/m2",40424267.0,2025-07-01 00:00:00,0.0,0.0,125.7,3.0,3.0,NAN,Đầy đủ,Bắc Từ Liêm
5318,Bán siêu phẩm căn 107m2 góc full đồ K35 siêu đẹp HPC Landmark,42024028.0,2025-10-01 00:00:00,0.0,0.0,107.0,3.0,2.0,NAN,Full đồ.,Hà Đông
5319,"Chính chủ bán nhà riêng tại Văn Chương, 135 triệu/m2, 85m2, 4PN, 3WC, hướng Nam, giá tốt",41944190.0,2025-06-01 00:00:00,135.0,11.48,85.0,4.0,3.0,Sổ đỏ/ Sổ hồng,Không nội thất,Đống Đa
5320,Video mới nhất Vinhomes Đan Phượng - Cập nhật mặt bằng - mở bán ngay quý 1,41968397.0,2024-12-31 00:00:00,0.0,0.0,72.0,5.0,5.0,Sổ đỏ/ Sổ hồng,Không nội thất,Đan Phượng
5321,Chính chủ bán 101m2 mặt sông view thoáng - đẹp - giá đầu tư,41119257.0,2025-12-01 00:00:00,237.62,24.0,101.0,0.0,0.0,Hợp đồng mua bán,Không nội thất,Hoài Đức
5322,"2N + 1 - 2WC - 63m2 góc toà S102 view nội khu bể bơi, tầng trung giá tốt nhất thị trường",42009599.0,2025-08-01 00:00:00,66.0,4.16,63.0,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Nam Từ Liêm
5323,Bán LK Căn Khe Thoáng View công viên Đã Nhận Nhà dự án WestPoint Nam 32- TT Huyện Hoài Đức,40783991.0,2025-12-01 00:00:00,0.0,0.0,72.0,4.0,4.0,NAN,NAN,Hoài Đức
5324,"Diện tích 35m2 x 4T phường Biên Giang Hà Đông giá 3,1 tỷ",41535294.0,2025-05-01 00:00:00,88.57,3.1,35.0,3.0,4.0,Sổ đỏ/ Sổ hồng,NAN,Hà Đông
5325,"Bán căn hộ 1PN + 47m2 - 2.6 tỷ, full nội thất toà Sapphire kđt Vinhomes Smart City",41687858.0,2025-10-01 00:00:00,55.32,2.6,47.0,1.0,1.0,Sổ đỏ/ Sổ hồng,NAN,Nam Từ Liêm
5326,"Bán đất Đạc Tài, Sóc Sơn, dt 118m, ô tô vào nhà. Lh Kiều Thuý 0949 170 ***",41933027.0,2025-10-01 00:00:00,34.0,4.01,118.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Sóc Sơn
5327,Bán nhà Lạc Long Quân giáp Ba Đình. Diện tích 28m2 5 tầng giá nhỉnh 6 tỷ. Full Tiện ích,42023319.0,2025-10-01 00:00:00,219.64,6.15,28.0,3.0,4.0,Sổ đỏ/ Sổ hồng,Cơ bản,Tây Hồ
5328,"Bán nhà riêng tại phố Vạn Phúc, 9,4 tỷ, 40m2, 4PN, 3WC, chính chủ bán gấp, 50m ra đg Vạn Phúc",41830496.0,2025-06-01 00:00:00,235.0,9.4,40.0,4.0,3.0,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Đông
5329,Phố Trần cung. Đối diện cổng viện E. Đường 2 ô tô tránh. Diện tích 106m2. Khu phân lô vip,42024161.0,2025-10-01 00:00:00,0.0,0.0,106.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Cầu Giấy
5330,"Mặt phố kinh doanh, vỉa hè rộng, Hồ Tùng Mậu - 71m2 - 7 tầng - MT 5.1m - cầu giấy - giá 34 tỷ",41720852.0,2025-06-01 00:00:00,478.87,34.0,71.0,6.0,7.0,Sổ đỏ/ Sổ hồng,NAN,Cầu Giấy
5331,"Gia đình tôi cần bán gấp căn nhà D10 - Ô23, vị trí vỉa hè 5m, sẵn sổ đỏ, ngay trục đường chính 21m",39977277.0,2025-12-01 00:00:00,183.33,19.8,108.0,5.0,5.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Đông
5332,"Giá sốc chỉ 3,6 tỷ sở hữu ngay căn hộ 3N 2VS full 80m2 Vinhomes Ocean Park Gia Lâm. LH 0372 067 ***",41282004.0,2025-08-01 00:00:00,45.0,3.6,80.0,3.0,2.0,Sổ đỏ/ Sổ hồng.,Cơ bản.,Gia Lâm
5333,"Ra hàng phân khu Paris - Ocean Park 1, Tòa cuối view sông San Hô, vốn 10%, giảm 12%,HTLS 70%",42001826.0,2025-07-01 00:00:00,0.0,0.0,47.0,1.0,1.0,Sổ đỏ/ Sổ hồng,Cơ bản,Gia Lâm
5334,"Bán nhà Thanh Bình Mỗ Lao Hà Đông - 38m2 (3,8-10) - 5 tầng xây mới - 2 mặt ngõ - ô tô vào",40687991.0,2025-10-01 00:00:00,197.37,7.5,38.0,4.0,4.0,Sổ đỏ/ Sổ hồng,NAN,Hà Đông
5335,"Bán nhà mặt phố Khúc Thừa Dụ, Cầu Giấy. DT 68m2 x 7T, MT 5,5m. Thang máy, 2 mặt thoáng, vỉa hè rộng",39919325.0,2025-10-01 00:00:00,514.71,35.0,68.0,0.0,0.0,Sổ đỏ,NAN,Cầu Giấy
5336,"Bán biệt thự đã hoàn thiện 223m2 view công viên đường 15,5m giá nhỉnh 17 tỷ. Liên hệ 0962 202 ***",41849087.0,2025-06-01 00:00:00,80.0,17.84,223.0,4.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Mê Linh
5337,Quỹ hàng chuyển nhượng chung cư Royal City - Nguyễn Trãi (tháng 1/2025),42010388.0,2025-08-01 00:00:00,100.0,24.5,245.0,4.0,3.0,NAN,NAN,Thanh Xuân
5338,"Bán căn 2PN 73.84m2 Eco City Việt Hưng - quỹ ngoại giao giá tốt nhất Long Biên chỉ 3,6tỷ hỗ trợ vay",41282227.0,2025-12-01 00:00:00,49.32,3.6,73.0,2.0,2.0,Sổ đỏ/ Sổ hồng,"Bàn giao full nội thất cao cấp gồm: Sàn gỗ công nghiệp, trần thạch cao, thiết bị vệ sinh Toto, tủ bếp trên dưới, máy hút mùi, 3 điều hòa, thiết bị chiếu sáng,...",Long Biên
5339,"Bán nhà mặt phố Lò Đúc, DT 66m2x2.5 tầng, MT 5m, giá 51 tỷ, LH 0968 896 ***",41944141.0,2025-06-01 00:00:00,772.73,51.0,66.0,0.0,0.0,NAN,NAN,Hai Bà Trưng
5340,"Bán nhà 5 tầng, 38 Xuân La, 50m2, ô tô vào nhà, ô tô tránh nhau, Thang máy nhập khẩu",40263967.0,2025-11-01 00:00:00,220.37,11.9,54.0,6.0,5.0,NAN,NAN,Tây Hồ
5341,"Cập nhật quỹ căn bán 2PN-3PN-4PN chung cư Mipec Rubik 360 số 122-124 Xuân Thủy, Cầu Giấy",41933805.0,2025-03-01 00:00:00,0.0,0.0,108.0,3.0,2.0,NAN,Đầy đủ,Cầu Giấy
5342,"Chính chủ bán đất Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội 35.4m2, mặt tiền 4m",41679227.0,2025-07-01 00:00:00,132.77,4.7,35.4,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Bắc Từ Liêm
5343,"Siêu to! Nhà Hoàng Hoa Thám, Ba Đình không QH, phân lô, thông phố, ô tô sát nhà, 60m2*5T",41262293.0,2025-10-01 00:00:00,250.0,15.0,60.0,6.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Ba Đình
5344,"Bán căn hộ chung cư cao cấp Golden Palace Mễ Trì, Nam Từ Liêm 120m2, 3PN, 2wc, 8.2 tỷ full nội thất",41983205.0,2025-03-01 00:00:00,68.33,8.2,120.0,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Nam Từ Liêm
5345,"CĂN HỘ TẦNG TRUNG ĐẸP VIEW HỒ CỰC ĐẸP, SỔ ĐỎ TRAO TAY, DỰ ÁN ĐẲNG CẤP BẬC NHẤT TẠI TRÁI TIM THỦ ĐÔ",41718336.0,2025-06-01 00:00:00,159.87,11.99,75.0,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Ba Đình
5346,"Mở bán! CCMN Thái Hà - Đống Đa, chính chủ giá gốc, siêu đẹp, PCCC đầy đủ",41996318.0,2025-06-01 00:00:00,0.0,1.4,48.0,2.0,1.0,"Giấy tờ pháp lý: Khách hàng mua căn hộ ký vi bằng trực tiếp CĐT, sở hữu vĩnh viễn.","Đầy đủ Nội thất: Full nội thất, khách mua về chỉ cần xách vali quần áo đến ở.",Đống Đa
5347,"51m2 đất Vạn Phúc cách THCS Vạn phúc vài bước chân - Ngõ nông, oto đỗ gần đầu tư giữ tiền chỉ 35tr",41706391.0,2025-04-01 00:00:00,35.0,1.79,51.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Thanh Trì
5348,"Bán biệt thự 4.5 tầng diện tích 161m2 mặt tiền 20m KĐT Packexim 2 An Dương Vương, Tây Hồ, Hà Nội",41552641.0,2025-08-01 00:00:00,254.66,41.0,161.0,4.0,5.0,Sổ đỏ/ Sổ hồng,Cơ bản,Tây Hồ
5349,"Ô tô tránh, kinh doanh Trịnh Văn Bô kéo dài, Di Trạch 62m, 5 tầng, 11.3 tỷ.",42023229.0,2025-10-01 00:00:00,182.26,11.3,62.0,5.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Nam Từ Liêm
5350,"Bán 5111m2, đất nghỉ dưỡng tại Thôn Muỗi, Yên Bài, Ba Vì",41741003.0,2025-10-01 00:00:00,3.65,18.66,5.111,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Ba Vì
5351,"Bán nhà biệt thự tại Tây Mỗ, giá đầu tư cực chất diện tích 248m2 View hồ.",41570486.0,2025-08-01 00:00:00,0.0,0.0,248.0,4.0,4.0,Sổ đỏ/ Sổ hồng.,"Đầy đủ + Nội thất bao gồm: Điều hòa, tủ lạnh, giường, và nhiều đồ dùng tiện nghi khác.",Nam Từ Liêm
5352,Bán nhà riêng phố Định Công Thượng 32m2x5T ô đô gần LH 0966 292 ***,39949806.0,2025-08-01 00:00:00,0.0,0.0,32.0,5.0,4.0,Sổ đỏ,NAN,Hoàng Mai
5354,"Liền kề - biệt thự Thanh Hà giá gốc từ chủ đầu tư, LH: 0981 391 ***",41579804.0,2025-10-01 00:00:00,0.0,0.0,100.0,0.0,0.0,Hợp đồng mua bán,NAN,Hà Đông
5355,Biệt thự song lập HA3 - 150m2 vị trí đẹp giá 24 tỷ rẻ nhất Vinhomes Ocean Park,41958231.0,2025-09-01 00:00:00,160.0,24.0,150.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Cơ bản,Gia Lâm
5356,Minh Khai - Dương Văn Bé 5 tầng nhỉnh 6 tỷ,41914944.0,2025-03-01 00:00:00,182.86,6.4,35.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Hai Bà Trưng
5357,"Nhà đẹp đón tết - Âu Cơ - Tứ Liên - Tây Hồ - 58m2 - 6 tầng - thang máy - 15,3 tỷ",41990700.0,2025-04-01 00:00:00,263.79,15.3,58.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Cơ bản,Tây Hồ
5358,"Bán nhà Hoa Lâm Long Biên, thang máy, nội thất cao cấp, ga ra, lô góc",41935936.0,2025-08-01 00:00:00,259.6,12.98,50.0,4.0,6.0,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Long Biên
5359,"Ô tô tránh dừng đỗ Trần Phú- Văn Quán Phân lô, 2 mặt ngõ thẳng tắp, DT:48m2 , MT 3,8m Giá Hơn 9 tỷ",42030394.0,2025-11-01 00:00:00,204.17,9.8,48.0,4.0,4.0,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Đông
