,Title,Code,Date,Price per m² (triệu/m²),Total Price (tỷ),Area (m²),Bedroom Number,Bathroom Number,Legal Status,Furniture,District
5360,Cần tiền bán gấp căn góc 3 phòng ngủ giá 13 tỷ Royal City; LH: 0985 676 ***,41930815.0,2025-09-01 00:00:00,99.24,13.0,131.0,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Thanh Xuân
5361,(Mới) cập nhật các căn hộ 3PN mới nhất chung cư Thăng Long Number One,35055691.0,2025-06-01 00:00:00,0.0,0.0,116.0,3.0,2.0,Sổ đỏ/ Sổ hồng,"Nội thất đầy đủ, hiện đại",Cầu Giấy
5362,"Bán gấp nhà phân lô góc, ô tô tránh nhau kinh doanh, sổ 74m2. MT4.5m 5 tầng, giá 23.5 tỷ, TL nhẹ",42002962.0,2025-07-01 00:00:00,317.57,23.5,74.0,6.0,4.0,Sổ đỏ/ Sổ hồng,Cơ bản,Cầu Giấy
5363,"BÁN ĐẤT PHÂN LÔ QUÂN ĐỘI TÂY MỖ, 6 TỶ, 75m2, MT 4.5m",42026514.0,2025-10-01 00:00:00,80.0,6.0,75.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Nam Từ Liêm
5364,KHƯƠNG HẠ - THANH XUÂN - CẠNH NGÃ 4 SỞ - NHÀ ĐẸP - 7 TẦG - 40M2 - THANG MÁY - NGÕ THÔNG - KD- 9TỶ X,42026721.0,2025-11-01 00:00:00,247.5,9.9,40.0,4.0,6.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Thanh Xuân
5365,"Cực hiếm bán đất Mai Lâm, Đông Anh 50m2, mặt tiền 4.4m, lô góc vỉa hè kinh doanh 79tr/1m2",41983455.0,2025-03-01 00:00:00,79.0,3.95,50.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Đông Anh
5366,"Bán nhà riêng tại Đông Ngạc, Bắc Từ Liêm, Hà Nội, 5,9 tỷ, 33m2 giá ưu đãi",42025895.0,2025-10-01 00:00:00,178.79,5.9,33.0,1.0,1.0,Sổ đỏ/ Sổ hồng,Không nội thất,Bắc Từ Liêm
5367,Biệt thự Ciputra DT 126m2 Hướng Bắc thoáng giá tốt - LH 0986 436 ***,40350070.0,2025-07-01 00:00:00,373.02,47.0,126.0,4.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Tây Hồ
5368,Cần tiền tiêu tết...CHỦ NHÀ DỄ TÍNH..Nhà Phố Trương Định,42032045.0,2025-12-01 00:00:00,181.08,6.7,37.0,3.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Hai Bà Trưng
5369,Mặt phố Trạm - vuông đẹp - 60m2 x 6 tầng mới - MT 5.4m - giá 26.5 tỷ,41021796.0,2025-03-01 00:00:00,441.67,26.5,60.0,0.0,0.0,Sổ đỏ/ Sổ hồng.,NAN,Long Biên
5370,"Chủ nhà, bán nhà KDT Đại Kim C1 nhà 32 - 33 - duy nhất - tiện xây tòa văn phòng - LH: 0917 318 ***",41678792.0,2025-06-01 00:00:00,388.89,42.0,108.0,8.0,5.0,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hoàng Mai
5371,"R3 KĐT Eden Rose Thanh Liệt 83,4m², 5T, 19.6 tỷ Thanh Trì-NHÀ MỚI-NỘI THẤT ĐẸP-VỈA HÈ-Ô TÔ-ĐẲNG CẤP",42022933.0,2025-10-01 00:00:00,234.45,19.6,83.6,4.0,0.0,Có,NAN,Thanh Trì
5372,"Bán nhà Bồ Đề - thông Nguyễn Văn Cừ - gần trường cấp 123 - bệnh viện Tâm Anh - giá 9,5 tỷ",42013506.0,2025-09-01 00:00:00,226.19,9.5,42.0,4.0,3.0,Sổ đỏ.,NAN,Long Biên
5373,"Bán nhà đường Láng, 5 tầng, gần ĐH Ngoại Thương, Đống Đa, 7,28 tỷ",41944241.0,2025-11-01 00:00:00,227.5,7.28,32.0,3.0,3.0,Sổ đỏ/ Sổ hồng,NAN,Đống Đa
5374,"Bán nhà dân xây tại Lê Lợi, Hà Cầu, Hà Đông, Hà Nội oto đỗ cổng dt 35m x giá 5.75 tỷ",42031048.0,2025-12-01 00:00:00,164.29,5.75,35.0,3.0,4.0,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Đông
5375,"Bán tòa nhà mặt phố Quang Trung - Lý Thường Kiệt. Diện tích 215m2, MT 8.5m nở hậu. Giá 113 tỷ",40284298.0,2025-10-01 00:00:00,525.58,113.0,215.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Đông
5376,"Hàng ngoại giao - Hàng chuyển nhượng dự án đấu giá Đông Dương, Đức Thượng",39541324.0,2025-09-01 00:00:00,0.0,0.0,80.0,6.0,6.0,Sổ đỏ/ Sổ hồng,Không nội thất,Hoài Đức
5377,Bán nhà mặt phố Bạch Mai MT 5.3mx6tầng kinh doanh sầm uất nhất HBT giá 30.xtỷ có thương lượng,42022448.0,2025-10-01 00:00:00,903.76,38.5,42.6,0.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Hai Bà Trưng
5378,Bán 44.8m2 thổ cư Xã La Phù Hoài Đức Hà Nội cách đường Lê Trọng Tấn Hà Đông 1.2km,41909595.0,2025-04-01 00:00:00,76.45,3.43,44.8,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Hoài Đức
5379,"Bán căn hộ 145m2, nguyên bản 3 phòng ngủ, view nội khu",42022555.0,2025-10-01 00:00:00,66.21,9.6,145.0,3.0,2.0,Sổ đỏ/ Sổ hồng,NAN,Tây Hồ
5380,"BQL tổng hợp quỹ căn mới nhất: 2PN và 3PN, 4PN giá tốt - Full NT và đủ slot ô tô! LH: 0961 846 ***",38885649.0,2025-07-01 00:00:00,90.62,5.8,64.0,0.0,0.0,NAN,Full NT.,Thanh Xuân
5381,"Bán căn 2112 R4B, khu đô thị Goldmark City 136 Hồ Tùng Mậu",41984068.0,2025-09-01 00:00:00,73.08,7.6,104.0,3.0,2.0,Sổ đỏ chính chủ,"Full nội thất cao cấp, xịn xò.",Bắc Từ Liêm
5382,"Bán nhà mặt phố Đồng Nhân 5 tầng 21m2 kinh doanh sầm uất,vỉa hè rộng rãi,giá 8,5 tỷ",42026610.0,2025-11-01 00:00:00,404.76,8.5,21.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Hai Bà Trưng
5383,"Bán nhà Lý Thường Kiệt - Bà Triệu, đi bộ Hồ Gươm, cạnh VOV Đài tiếng nói Việt Nam: 5 tầng, ở ngay",41835147.0,2025-10-01 00:00:00,390.0,11.7,30.0,5.0,5.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Hoàn Kiếm
5385,Gia đình cần bán gấp căn 2n2w trước Tết tại FLC Garden City tại Đại Mỗ. Giá rẻ nhất: 3.4 tỷ. Sẵn sổ,42030399.0,2025-11-01 00:00:00,51.52,3.4,66.0,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Nam Từ Liêm
5386,"Siêu phẩm căn 2 ngủ Bamboo Airways Tower. Giá 6,4 tỷ DT 98m2 và 2 VS, LH 0978 965 ***",38594938.0,2025-11-01 00:00:00,65.31,6.4,98.0,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Cầu Giấy
5387,"2025! Tổng hợp các lô liền kề 90 Nguyễn Tuân cần bán, giá thực trực tiếp chủ nhà Lh 0913 535 ***",38110325.0,2025-07-01 00:00:00,416.67,30.0,72.0,6.0,5.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Thanh Xuân
5388,"Bán căn biệt thự siêu hiếm Văn Phú, ô tô tránh, kinh doanh, vỉa hè, sân vườn, 210m2, 33 tỷ",41708718.0,2025-10-01 00:00:00,157.14,33.0,210.0,4.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Đông
5389,"(Mới) Chính chủ gửi bán căn Penthouse, Mỹ Đình Pearl DT 400m2 giá tốt xem nhà LH. 0978 606 ***",40170915.0,2025-10-01 00:00:00,125.0,50.0,400.0,4.0,4.0,Sổ đỏ/ Sổ hồng,NAN,Nam Từ Liêm
5390,"Bán nhà Đức Giang 40m2, 4ngủ, MT 4.2m, mới tinh, gần ô tô tránh, 5xty",41956481.0,2025-09-01 00:00:00,147.5,5.9,40.0,4.0,5.0,Sổ đỏ/ Sổ hồng.,Đầy đủ,Long Biên
5391,"Gia đình bán căn 3 pn, 122m2 tại Thống Nhất Complex, full đồ, giá 9 tỷ, Thanh Xuân, Hà Nội",42005576.0,2025-07-01 00:00:00,73.77,9.0,122.0,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Thanh Xuân
5392,Bán nhà đường Láng quận Đống Đa. Diện tích 33m2 x 4 tầng 3 ngủ. Mặt tiền 4m. Giá 5.680 tỷ,41989005.0,2025-04-01 00:00:00,172.12,5.68,33.0,3.0,4.0,Sổ đỏ/ Sổ hồng,NAN,Đống Đa
5393,"Tôi cần bán căn tòa CT4 Vimeco Nguyễn Chánh 123m2, 3PN, 2WC, Giá 7.9tỷ. Tầng 10 ban công thoáng",42027511.0,2025-11-01 00:00:00,64.67,8.0,123.7,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Cầu Giấy
5394,"3N2WC căn U382x10 DT 93.7m2 rộng nhất Masteri The Lake, view hồ điều hòa 28hec siêu thoáng đẹp",41823189.0,2025-05-01 00:00:00,0.0,0.0,93.7,3.0,2.0,Sổ đỏ/ Sổ hồng,Cơ bản,Gia Lâm
5395,"Giam giá 2 tỷ, cần bán biệt thự An Khang Villa đường Lê Quang Đạo kéo dài - Hà Nội. 38 tỷ",41266558.0,2025-10-01 00:00:00,168.89,38.0,225.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Hà Đông
5396,"QUỸ HÀNG LK- BT- SHOP ĐÃ CÓ SỔ ĐỎ TỐT NHẤT TẠI DỰ ÁN HINODE ROYAL PARK GIÁ CHỈ TỪ 13,5TỶ 11/1/2025",35651155.0,2025-11-01 00:00:00,144.44,13.0,90.0,0.0,0.0,Hợp đồng mua bán,NAN,Hoài Đức
5397,"Mặt Phố Trạm, cạnh AEON Mall, 88m2, nhà 5 tầng đẹp, kinh doanh, đường 15m, 29.9 tỷ",42030774.0,2025-11-01 00:00:00,339.77,29.9,88.0,4.0,0.0,NAN,NAN,Long Biên
5398,"Tôi chính chủ bán căn hộ 2 ngủ 70m2 FLC 36 Phạm Hùng, full nội thất nhà mới đẹp, bc ĐN, giá 4,5tỷ",41865185.0,2025-04-01 00:00:00,64.29,4.5,70.0,2.0,2.0,Sổ đỏ/ Sổ hồng,"Nội thất để lại bao gồm Bếp, bàn ghế, tủ, sofa, tủ quần áo, giường, điều hòa, nóng lạnh, tủ lạnh, máy giặt, lò vi sóng,...",Nam Từ Liêm
5399,"Bán đất mặt phố Nguyễn Khang 54m2, vỉa hè, 2 mặt tiền, giá 29 tỷ, LH: 0869 818 ***",42025563.0,2025-10-01 00:00:00,537.04,29.0,54.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Cầu Giấy
5400,"Siêu phẩm tòa nhà văn phòng 10 tầng thang máy (có hầm để xe) 80m2 - 10 tầng, MT 6.6m 29 tỷ",42024215.0,2025-10-01 00:00:00,362.5,29.0,80.0,4.0,3.0,Sổ đỏ/ Sổ hồng,NAN,Cầu Giấy
5401,"Chính chủ bán nhà mặt phố Ngô Gia Tự DT 110m2, MT5m, vị trí trung tâm, kinh doanh",41173464.0,2025-06-01 00:00:00,172.73,19.0,110.0,5.0,5.0,Sổ đỏ/ Sổ hồng.,NAN,Long Biên
5402,Chính chủ bán căn hộ siêu phẩm 1PN 45m2 Sunshine Garden - Minh Khai giá 3tỷ8 có sổ-LH 0812 395 ***,39753015.0,2025-02-01 00:00:00,84.44,3.8,45.0,1.0,1.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Hai Bà Trưng
5403,"CC bán đất nhà xưởng, khu công nghiệp Ninh Sở Hà Nội, vành đai 4, 540m2, 1000m2, 2000m2, 4000m2",36940476.0,2025-10-01 00:00:00,12.0,0.0,1.0,0.0,0.0,NAN,NAN,Thường Tín
5404,"Gia đình cần bán nhà phân lô đẹp nhất phố Quan Nhân, đường 10m vỉa hè, 70m2, 8 tầng, 6.8m MT 28.9tỷ",41918635.0,2025-11-01 00:00:00,412.86,28.9,70.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Cầu Giấy
5405,"Biệt thự vip nhất khu đô thị Xuân Phương,126m2,mặt tiền 10m, 5tầng, vị trí đẹp, giá tốt nhất dự án",41979524.0,2025-03-01 00:00:00,198.41,25.0,126.0,0.0,0.0,"* Sổ đỏ phân lô đẹp, sẵn sàng sang tên chủ mới.",Đầy đủ,Nam Từ Liêm
5406,"Vinh Quang: 0396 259 ***. Bán nhà 31m2, 5 tầng, ngõ 110 Mỗ Lao Hà Đông",41023285.0,2025-06-01 00:00:00,189.29,5.87,31.0,4.0,4.0,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Đông
5407,"Bán nhà phân lô Nguyễn Văn Huyên 61m2, ô tô, kinh doanh, giá 17.9 tỷ, LH: 0869 818 ***",42031475.0,2025-12-01 00:00:00,293.44,17.9,61.0,5.0,5.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Cầu Giấy
5408,"Bán nhà lô góc Ngọc Khánh, Nhà 4 tầng 38m2 kinh doanh ổn định, 8.3 tỷ hộ khẩu Ba Đình",41661079.0,2025-11-01 00:00:00,218.42,8.3,38.0,4.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Ba Đình
5409,Cần bán lô đất 42m2 MT 4.68m cực đẹp. Trục chính kinh doanh thôn Đồng Vân. Thông ra đường 20m. SĐCC,42021168.0,2025-10-01 00:00:00,75.0,3.15,42.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Đan Phượng
5410,Chính chủ cắt lỗ 500tr lô đất trục chính kinh doanh gần khu tổ hợp y tế cấp TW và công nghệ cao,42004430.0,2025-07-01 00:00:00,24.0,2.4,100.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Quốc Oai
5411,"Bán nhanh Biệt Thự mặt phố cổ Hà Đông, kinh doanh sầm uất, 135m2, 22 tỷ tám.",42029381.0,2025-11-01 00:00:00,168.89,22.8,135.0,7.0,7.0,Sổ đỏ/ Sổ hồng,NAN,Hà Đông
5413,"Bán nhà hiếm Hoàng Như Tiếp thang máy, nội thất nhập, ở ngay 66.8m2, 5 tầng, giá 10.5 tỷ",39770002.0,2025-04-01 00:00:00,157.19,10.5,66.8,0.0,0.0,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Long Biên
5414,"Bán đất tại Kim Hồ, Gia Lâm, Hà Nội, 2,45 tỷ, 40,7m2",42021766.0,2025-10-01 00:00:00,60.2,2.45,40.7,0.0,0.0,Sổ đỏ/ Sổ hồng.,NAN,Gia Lâm
5415,"Tầng 26 căn 2PN 2VS Masteri - Vinhomes Cổ Loa hướng Đông Bắc view sông, view biệt thự ký mới CĐT",41982269.0,2025-03-01 00:00:00,0.0,0.0,61.0,2.0,2.0,Hợp đồng mua bán,Đầy đủ,Đông Anh
5416,"Bán gấp căn hộ tòa C3 chung cư Vinhomes D'Capital, view thành phố, 2PN 2 VS, full đồ, giá nhỉnh 6tỷ",37594253.0,2025-11-01 00:00:00,87.51,6.2,70.85,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Cầu Giấy
5417,"Bán gấp BT KĐT Đại Kim, KD VP đỉnh, GT thuận tiện tiện ích khu bạt ngàn giá 26 tỷ DT80m2 MT6m",42031838.0,2025-12-01 00:00:00,325.0,26.0,80.0,0.0,0.0,NAN,NAN,Hoàng Mai
5418,"Phân lô ô tô tránh vỉa hè quân đội, ngõ 105, Xuân La 55m2, MT 4m, nhỉnh 15 tỷ có tl",41426344.0,2025-05-01 00:00:00,0.0,0.0,55.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Tây Hồ
5419,Hiếm - bán mặt phố - biệt thự sân vườn Bát Khối - ô tô tránh - 327m2 - MT 10m - giá chào 41.5 tỷ,40687191.0,2025-12-01 00:00:00,126.91,41.5,327.0,0.0,0.0,NAN,Nội thất đẳng cấp.,Long Biên
5420,Chính chủ bán liền kề tại đô thị Định Công,41881743.0,2024-12-23 00:00:00,292.0,34.48,118.1,5.0,4.0,Sổ đỏ/ Sổ hồng,Cơ bản.,Hoàng Mai
5421,"Bán nhà phân lô phố Kim Giang 60m2*6T, thang máy, ngõ thông ô tô vào nhà, kinh doanh",41708529.0,2025-10-01 00:00:00,275.0,16.5,60.0,6.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hoàng Mai
5422,"(Mới) Chính chủ bán căn 2PN 2WC Home City, view trung kính, giá 5.7 tỷ (miễn trung gian)",36930434.0,2025-04-01 00:00:00,82.61,5.7,69.0,2.0,2.0,NAN,Đủ đồ đẹp (nhà rất ít ở) nên còn mới 95%.,Cầu Giấy
5423,"- Bán nhà đẹp Khâm Thiên, thoáng sáng, gần chợ và trường học. Giá : 8.3 tỷ TL",42025699.0,2025-10-01 00:00:00,212.82,8.3,39.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Đống Đa
5424,"Tôi cần bán căn Chu Huy Mân 70m2 MT4m 5 tầng thang máy, lô góc, ô tô tránh, kinh doanh đỉnh",41915676.0,2025-04-01 00:00:00,190.0,13.3,70.0,5.0,6.0,Sổ đỏ/ Sổ hồng,Đầy đủ nội thất xịn.,Long Biên
5425,"Mảnh đất ngủ quên tại Xuân Nộn - 78,5m2 ngõ ô tô tránh xe máy. Chỉ 3 tỷ 4",41942736.0,2025-06-01 00:00:00,43.31,3.4,78.5,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Đông Anh
5426,"Chuyển nhượng song lập 183m2 Ngọc Trai đảo nhỏ phân khu víp nhất dự án Vinhomes Ocean Park, Gia Lâm",39969556.0,2024-12-31 00:00:00,0.0,0.0,183.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Gia Lâm
5427,"Cần bán đất thổ cư sổ đỏ 28 mét Cao Trung, Hoài Đức.
Lh: 0966 615 ***",41516302.0,2025-10-01 00:00:00,107.14,3.0,28.0,0.0,0.0,SĐCC,NAN,Hoài Đức
5428,"Bán nhà Doãn Kế Thiện, Cầu Giấy, 2 mặt ngõ thông ôtô 30m,dân xây cc,ở tích sản, 50m2*5T*MT 4m*9.xtỷ",41984180.0,2025-03-01 00:00:00,189.6,9.48,50.0,7.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Cầu Giấy
5430,"Bán căn 3PN,3Wc 122m2 view sông hồng đồ đẹp giá chỉ 8ty3 thu về Sunshine Garden. e Cường 0976 044 ***",42002389.0,2025-07-01 00:00:00,68.03,8.3,122.0,3.0,3.0,NAN,NAN,Hai Bà Trưng
5431,"Bán gấp nhỉnh 5 tỷ căn 74,5m2, tầng có vườn treo full nội thất HH Epic Home Thái Hà, Phạm Văn Đồng",42028563.0,2025-11-01 00:00:00,0.0,0.0,74.5,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Bắc Từ Liêm
5432,"Cần bán nhà 06 tầng xuân Đỉnh, thang máy, dt 53m2, giá 11 tỷ. Lh 0972 264 ***",42028876.0,2025-11-01 00:00:00,207.55,11.0,53.0,6.0,5.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Bắc Từ Liêm
5433,"0986 231 *** ! CĐT mở bán suất ngoại giao CC Charm An Hưng. Dt: 54-73-78-92m2, giá chỉ 65 tr/m2-MTG",42022442.0,2025-10-01 00:00:00,65.0,3.51,54.0,2.0,1.0,NAN,NAN,Hà Đông
5434,Bán nhà chính chủ 8 tầng view Hồ Tây kèm tặng nội thất. Lh: 0904 546 *** - Chính chủ bán trực tiếp,41959045.0,2024-12-31 00:00:00,396.43,22.2,56.0,6.0,6.0,NAN,NAN,Tây Hồ
5435,Bán nhà đẹp Nam Dư - Ngõ ô tô - Thông 2 đầu.,42029104.0,2025-11-01 00:00:00,174.38,5.58,32.0,3.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Hoàng Mai
5437,"Bán nhà mặt phố Bờ Sông Sét - Hoàng Mai Dt: 45m2, 7 tầng, MT3.8m, giá 16.2 tỷ",42023919.0,2025-10-01 00:00:00,360.0,16.2,45.0,4.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Hoàng Mai
5438,"(Ảnh thật) chính chủ bán căn hộ CC Gold Season 3N2WC DT: 100m2 giá 7.5 tỷ, LH 0965 066 ***",37968237.0,2025-08-01 00:00:00,75.0,7.5,100.0,3.0,2.0,Sổ đỏ chính chủ.,Full nội thất.,Thanh Xuân
5439,(Tin thật 100%). Căn hộ 56m2 x 2PN có slot ô tô tại A14A2 Nam Trung Yên - Ban công Đông Nam,41991944.0,2025-05-01 00:00:00,70.18,3.93,56.0,2.0,1.0,Sổ đỏ/ Sổ hồng,Nội thất cao cấp,Cầu Giấy
5440,Chính chủ bán căn hộ 67m2 tại HH1A Linh Đàm - Đầy đủ nội thất,41238059.0,2024-12-30 00:00:00,38.06,2.55,67.0,2.0,2.0,Hợp đồng mua bán,Đầy đủ,Hoàng Mai
5441,"Giảm giá 3 tỷ, cần bán biệt thự An Vượng Villa - đường Lê Quang Đạo kéo dài, 31 tỷ",41266666.0,2025-10-01 00:00:00,172.22,31.0,180.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Hà Đông
5442,Chuyển Nhượng Căn Hộ 3 Phòng Ngủ Tại Tòa W1 - The Wisteria trục 05,42010730.0,2025-08-01 00:00:00,69.0,7.5,108.7,3.0,0.0,Hợp đồng mua bán,Không nội thất,Hoài Đức
5443,Bán căn biệt thư liền kề 70m2 rẻ nhất khu 319,38842158.0,2025-07-01 00:00:00,0.0,0.0,70.0,4.0,3.0,Sổ đỏ/ Sổ hồng,NAN,Đông Anh
5444,"Hàng hiếm. Lạc Long Quân - 48m2, 5 tầng nhà như mới - ngõ rộng 3m, thông thoáng - giá: 12.5 tỷ",42023181.0,2025-10-01 00:00:00,260.42,12.5,48.0,5.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Tây Hồ
5445,"Chính chủ cần bán cắt lỗ gấp lô đất 116m2 tại Yên Bài, Ba Vì giá 21trm2 sang tên ngay",41857163.0,2025-10-01 00:00:00,21.0,2.45,116.6,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Ba Vì
5446,"CH tại Hanoi Center Point 27 Lê Văn Lương 80m2 3ngủ căn góc full đồ Luxury mới đẹp, bc đông nam.",40898342.0,2025-06-01 00:00:00,87.5,7.0,80.0,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Thanh Xuân
5447,"Nhà 40m2*4T ngay cầu Quán Gánh, Nhị Khê. 2 thoáng Vĩnh viễn, ô tô sát nhà. SDCC. 4,15 tỷ có TL.",42026812.0,2025-12-01 00:00:00,0.0,4.15,40.0,5.0,3.0,Sổ đỏ/ Sổ hồng,NAN,Thường Tín
5448,"Bán căn hộ CT8 Emerald Đình Thôn căn 3PN 2WC full nội thất, căn View không nghĩa trang, trục đẹp",41125863.0,2025-08-01 00:00:00,59.22,6.1,103.0,3.0,2.0,NAN,Đầy đủ nội thất.,Nam Từ Liêm
5449,Chính chủ bán nhà mặt phố giá siêu rẻ!,42022469.0,2025-10-01 00:00:00,175.15,17.9,102.2,5.0,0.0,NAN,NAN,Hoàng Mai
5450,Gia đình có 2 căn 2N ở Tràng An cần bán 1 căn do không dùng đến,42013856.0,2025-09-01 00:00:00,100.81,7.5,74.4,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Cầu Giấy
5451,Bán đất đấu giá Đa Đống xã Bình Minh huyện Thanh Oai,41462614.0,2025-04-01 00:00:00,0.0,0.0,75.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Thanh Oai
5452,"Chính chủ bán căn nhà số 10, ngõ 79 triều khúc, Thanh Xuân, Hà Nội - dân xây 4 tầng - giá 4.4 tỷ",41942484.0,2025-06-01 00:00:00,176.0,4.4,25.0,3.0,3.0,Sổ đỏ/ Sổ hồng,NAN,Thanh Xuân
5453,"Chính chủ bán CH 128m2, 3PN-2WC, full đồ, sổ chính chủ, tòa Mulbery Lane, giá 7 tỷ, LH 0363 388 ***",41506632.0,2025-10-01 00:00:00,54.69,7.0,128.0,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Đông
5454,"Bán cắt lỗ căn hộ 73m2, 2 phòng ngủ, chung cư Mỹ Đình Pearl. Giá 5 tỷ - LH 0988 263 ***",41987940.0,2025-04-01 00:00:00,68.49,5.0,73.0,2.0,2.0,Sổ đỏ/ Sổ hồng,Cơ bản,Nam Từ Liêm
5455,"Bán Đất tại 55 Đản Dị Xã Uy Nỗ, Đông Anh, Hà Nội, 5,27 tỷ, 56m2, giá ưu đãi đẹp, nhiều tiện ích",42027670.0,2025-11-01 00:00:00,94.11,5.27,56.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Đông Anh
5456,"Chính chủ bán gấp nhà phân lô, ô tô tránh, DT 46m2, 5 tầng, Nhân Hòa, Thanh Xuân, giá chỉ 8,85 tỷ",41990968.0,2025-05-01 00:00:00,193.15,8.89,46.0,5.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Thanh Xuân
5457,"Phúc Đồng, 43m2, 6 tầng, thang máy, 8.9 tỷ. MT 4m, lô góc",41799092.0,2025-10-01 00:00:00,206.98,8.9,43.0,0.0,0.0,Sổ đỏ,NAN,Long Biên
5458,"Bán duy nhất siêu phẩm liền kề mặt đường chính Xuân Phương Quốc Hội, Foresa 1, 90m2 5 tầng MT 6m",41368938.0,2025-11-01 00:00:00,0.0,0.0,90.0,6.0,5.0,Sổ đỏ/ Sổ hồng,NAN,Nam Từ Liêm
5459,"Có 102 nhà mặt phố Võ Chí Công, Nghĩa Đô, Cầu Giấy, 400m2, 180 tỷ",41921289.0,2025-04-01 00:00:00,450.0,180.0,400.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Cầu Giấy
5460,"Hot! Bán nhanh căn liền kề vip mặt tiền 6m, đường rộng 40m, vỉa hè 6m tại Louis City Hoàng Mai",41226793.0,2025-06-01 00:00:00,336.88,38.0,112.8,6.0,6.0,Sổ đỏ/ Sổ hồng.,Không nội thất.,Hoàng Mai
5461,"Trần Duy Hưng 7 tầng thang máy có hầm, ôtô tránh view vườn hoa, 94m2 MT 7.5m giá 48 tỷ",41305381.0,2025-10-01 00:00:00,510.64,48.0,94.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Cầu Giấy
5462,Còn chần chừ gì khi căn studio full nội thất chỉ 1.55 tỷ tại VH Ocean Park 0812 602 ***,42002493.0,2025-07-01 00:00:00,50.0,1.55,31.0,1.0,1.0,Sổ đỏ/ Sổ hồng.,Cơ bản.,Gia Lâm
5463,"Bán nhà mới đối diện Aeon 35m2, 5 tầng, mặt tiền 4.3m, giá nhỉnh 5 tỷ",41967803.0,2025-11-01 00:00:00,142.86,5.0,35.0,3.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ.,Long Biên
5464,"Bán CHCC tại Trần Đăng Ninh, Dịch Vọng, Cầu Giấy, Hà Nội. 83,1m2, 3 ngủ, 2VS",41995884.0,2025-06-01 00:00:00,45.0,3.74,83.1,3.0,2.0,Sổ đỏ,Không nội thất,Cầu Giấy
